<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/def/common/unit>,<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/def/grib2/parameter>,<http://metarelate.net/vocabulary/index.html#identifier>,@id,dct:description,dct:references,rdf:type,rdfs:label,skos:prefLabel
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/0-16>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,3,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-16-3>,'Echo top'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Echo top'@en,'Echo top'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/dB>,<http://codes.wmo.int/grib2/codeflag/4.1/0-16>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,4,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-16-4>,'Reflectivity'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Reflectivity'@en,'Reflectivity'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/dB>,<http://codes.wmo.int/grib2/codeflag/4.1/0-16>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,5,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-16-5>,'Composite reflectivity'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Composite reflectivity'@en,'Composite reflectivity'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m-2/s>,<http://codes.wmo.int/grib2/codeflag/4.1/0-17>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,0,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-17-0>,'Lightning strike density'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Lightning strike density'@en,'Lightning strike density'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,0,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-0>,'Air concentration of caesium 137'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Air concentration of caesium 137'@en,'Air concentration of caesium 137'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,1,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-1>,'Air concentration of iodine 131'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Air concentration of iodine 131'@en,'Air concentration of iodine 131'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,10,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-10>,'Air concentration'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Air concentration'@en,'Air concentration'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,11,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-11>,'Wet deposition'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Wet deposition'@en,'Wet deposition'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,12,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-12>,'Dry deposition'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Dry deposition'@en,'Dry deposition'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,13,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-13>,'Total deposition (wet + dry)'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Total deposition (wet + dry)'@en,'Total deposition (wet + dry)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,2,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-2>,'Air concentration of radioactive pollutant'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Air concentration of radioactive pollutant'@en,'Air concentration of radioactive pollutant'@en
<http://codes.wmo.int/codeform/grib2>,"",<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,255,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-255>,'Missing'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Missing'@en,'Missing'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,3,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-3>,'Ground deposition of caesium 137'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Ground deposition of caesium 137'@en,'Ground deposition of caesium 137'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,4,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-4>,'Ground deposition of iodine 131'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Ground deposition of iodine 131'@en,'Ground deposition of iodine 131'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,5,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-5>,'Ground deposition of radioactive pollutant'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Ground deposition of radioactive pollutant'@en,'Ground deposition of radioactive pollutant'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_s_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,6,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-6>,'Time-integrated air concentration of caesium pollutant'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Time-integrated air concentration of caesium pollutant'@en,'Time-integrated air concentration of caesium pollutant'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_s_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,7,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-7>,'Time-integrated air concentration of iodine pollutant'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Time-integrated air concentration of iodine pollutant'@en,'Time-integrated air concentration of iodine pollutant'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/Bq_s_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/0-18>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,8,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-18-8>,'Time-integrated air concentration of radioactive pollutant'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Time-integrated air concentration of radioactive pollutant'@en,'Time-integrated air concentration of radioactive pollutant'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,0,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-0>,'Visibility'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Visibility'@en,'Visibility'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,1,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-1>,'Albedo'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Albedo'@en,'Albedo'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/(Code_table_4.208)>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,10,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-10>,'Turbulence'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Turbulence'@en,'Turbulence'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/J_kg-1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,11,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-11>,'Turbulent kinetic energy'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Turbulent kinetic energy'@en,'Turbulent kinetic energy'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/(Code_table_4.209)>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,12,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-12>,'Planetary boundary-layer regime'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Planetary boundary-layer regime'@en,'Planetary boundary-layer regime'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/(Code_table_4.210)>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,13,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-13>,'Contrail intensity'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Contrail intensity'@en,'Contrail intensity'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/(Code_table_4.211)>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,14,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-14>,'Contrail engine type'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Contrail engine type'@en,'Contrail engine type'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,15,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-15>,'Contrail top'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Contrail top'@en,'Contrail top'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,16,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-16>,'Contrail base'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Contrail base'@en,'Contrail base'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,17,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-17>,'Maximum snow albedo'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Maximum snow albedo'@en,'Maximum snow albedo'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,18,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-18>,'Snow free albedo'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Snow free albedo'@en,'Snow free albedo'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,19,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-19>,'Snow albedo'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Snow albedo'@en,'Snow albedo'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,2,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-2>,'Thunderstorm probability'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Thunderstorm probability'@en,'Thunderstorm probability'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,20,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-20>,'Icing'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Icing'@en,'Icing'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,21,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-21>,'In-cloud turbulence'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'In-cloud turbulence'@en,'In-cloud turbulence'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,22,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-22>,'Clear air turbulence (CAT)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Clear air turbulence (CAT)'@en,'Clear air turbulence (CAT)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,23,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-23>,'Supercooled large droplet probability'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Supercooled large droplet probability'@en,'Supercooled large droplet probability'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/J_kg-1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,24,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-24>,'Convective turbulent kinetic energy'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Convective turbulent kinetic energy'@en,'Convective turbulent kinetic energy'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/(Code_table_4.225)>,<http://codes.wmo.int/grib2/codeflag/4.1/0-19>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,25,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-19-25>,'Weather'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Weather'@en,'Weather'@en
